accession,eggnogID,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,XL_ID,XL_ID_source,XENLA_XenBase_GeneNames,XENLA_GenBank_Description,HUMAN_UniProtID,HUMAN_GeneNames_Primary,HUMAN_GeneNames_Synonyms,eggNOG_annotation,bait
ENOG411D464,ENOG411D464,3,3,16,13359361.0703125,14521717.5703125,13940539.3203125,1.0870068930604038,0.12036108898760492,7,9,1.0951637652785864,0.13114661931465801,0.21674474974553007,"148228014, Xelaev18004455m.g, Xelaev18018310m.g","GenBank, Xenbase_9.1","rpl37a.1, rpl37a.L","60S ribosomal protein L37a [Xenopus laevis], NA",P61513,RPL37A,NA,ribosomal protein L37a,heatr2
ENOG411CZPW,ENOG411CZPW,14,14,38,52826449.4140625,43603368.3476563,48214908.880859405,-1.211522215276333,-0.27682085924666905,17,21,1.0708267927168398,0.09872514162228023,0.20736327490477696,"116063396, 148227308, Xelaev18043552m.g, Xelaev18046277m.g","GenBank, Xenbase_9.1","npepl1.L, npepl1.S","Lap-1 protein [Xenopus laevis], aminopeptidase-like 1 [Xenopus laevis], NA",Q8NDH3,NPEPL1,KIAA1974,Aminopeptidase-like 1,heatr2
ENOG411DF1I,ENOG411DF1I,16,16,38,15590986.83984375,23064377.140625,19327681.990234375,1.4793404277452489,0.5649540855035022,17,21,1.0708267927168398,0.09872514162228023,0.20736327490477696,"161169050, Xelaev18021771m.g, Xelaev18024574m.g","GenBank, Xenbase_9.1","eif4g2.L, eif4g2.S","eIF4G-related protein NAT1 [Xenopus laevis], NA",NA,NA,NA,Eukaryotic translation initiation factor 4 gamma,heatr2
ENOG411CR3D,ENOG411CR3D,8,8,27,17440989.75,21698834.875,19569912.3125,1.2441286409792196,0.31513566561931955,12,15,1.078315091966608,0.10877880628620334,0.2064201824273798,"147903655, 148224152, 55154507, Xelaev18010244m.g","GenBank, Xenbase_9.1",prmt5.S,"protein arginine methyltransferase 5 [Xenopus laevis], methyltransferase Hsl7 [Xenopus laevis], LOC495515 protein [Xenopus laevis], NA",O14744,PRMT5,HRMT1L5 IBP72 JBP1 SKB1,protein arginine methyltransferase 5,heatr2
ENOG411CPXF,ENOG411CPXF,4,4,7,8739429.8515625,10391618.734375,9565524.29296875,1.18904996216854,0.24980933632697574,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"147899928, 147902445",GenBank,NA,"GDP-mannose 4,6-dehydratase [Xenopus laevis], MGC82624 protein [Xenopus laevis]",O60547,GMDS,NA,"GDP-mannose 4,6-dehydratase",heatr2
ENOG411CWPX,ENOG411CWPX,4,4,7,1277872.3125,944421.3125,1111146.8125,-1.3530744124328515,-0.4362411826225198,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"Xelaev18036480m.g, Xelaev18036509m.g, Xelaev18038037m.g",Xenbase_9.1,"loc100493184.L, loc100492852.L, loc100492852.S",NA,NA,NA,NA,Fc fragment of IgG binding protein,heatr2
ENOG411CYD2,ENOG411CYD2,3,3,7,1539682.125,2231613.078125,1885647.6015625,1.4493985751279668,0.5354543811540535,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"120537950, 148222753, Xelaev18015878m.g, Xelaev18013381m.g","GenBank, Xenbase_9.1","pan2.S, pan2.L","LOC100036851 protein [Xenopus laevis], PAN2 poly(A) specific ribonuclease subunit homolog [Xenopus laevis], NA",Q504Q3,PAN2,KIAA0710 USP52,PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae),heatr2
ENOG411CWDI,ENOG411CWDI,3,3,7,2045715.625,2984750.0625,2515232.84375,1.4590249133478657,0.5450045179758531,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"148226849, Xelaev18007350m.g","GenBank, Xenbase_9.1",osgep.L,"probable tRNA threonylcarbamoyladenosine biosynthesis protein osgep [Xenopus laevis], NA",Q9NPF4,OSGEP,GCPL1,O-sialoglycoprotein endopeptidase,heatr2
ENOG411CXN8,ENOG411CXN8,3,3,7,370484.109375,1535841.09765625,953162.603515625,4.145497900698592,2.05154538898994,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"148225977, 148232746, Xelaev18006687m.g, Xelaev18009984m.g, Xelaev18006685m.g","GenBank, Xenbase_9.1","ptgr1.1.L, loc100485344.S, ltb4dh.L","prostaglandin reductase 1, gene 1 [Xenopus laevis], prostaglandin reductase 1, gene 2 [Xenopus laevis], NA",Q14914,PTGR1,LTB4DH,prostaglandin reductase 1,heatr2
ENOG411CZN5,ENOG411CZN5,2,2,7,752211.28125,2237687.875,1494949.578125,2.9748129691454293,1.5727989669185773,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,114108055,GenBank,NA,MGC154345 protein [Xenopus laevis],NA,NA,NA,acyl coa dehydrogenase 6-like,heatr2
ENOG411DB5T,ENOG411DB5T,4,4,7,3147790.734375,1412935.607421875,2280363.1708984375,-2.227837360627243,-1.1556439150922053,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"148230813, 213626348, Xelaev18032736m.g, Xelaev18030528m.g","GenBank, Xenbase_9.1","map4.S, map4.L","microtubule-associated protein 4 [Xenopus laevis], Mtap4 protein [Xenopus laevis], NA",NA,NA,NA,Inherit from biNOG: microtubule-associated protein 4,heatr2
ENOG411CSC3,ENOG411CSC3,4,4,7,1398238.140625,1388977.96875,1393608.0546875,-1.006666896151948,-0.009586377713873174,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"147904653, 148230456, Xelaev18020742m.g, Xelaev18007966m.g, Xelaev18010746m.g, Xelaev18018086m.g","GenBank, Xenbase_9.1","snx1.S, snx2.L, snx2.S, snx1.L","sorting nexin 1 [Xenopus laevis], sorting nexin 2 [Xenopus laevis], NA","Q13596, O60749","SNX1, SNX2",NA,sorting nexin,heatr2
ENOG411CVJR,ENOG411CVJR,3,3,7,1192732.4921875,1942559.3125,1567645.90234375,1.6286630281508467,0.7036881398337103,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"148224403, Xelaev18012674m.g, Xelaev18018318m.g","GenBank, Xenbase_9.1","unc45b.L, unc45a.L","protein unc-45 homolog B [Xenopus laevis], NA","Q8IWX7, Q9H3U1","UNC45B, UNC45A","CMYA4 UNC45, SMAP1",Unc-45 homolog,heatr2
ENOG411CTMU,ENOG411CTMU,2,2,7,1927516.71875,2414520.375,2171018.546875,1.252658589942516,0.3249932640510936,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"353249888, 47123004, Xelaev18043757m.g","GenBank, Xenbase_9.1",slc25a10.L,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10 [Xenopus laevis], MGC82285 protein [Xenopus laevis], NA",Q9UBX3,SLC25A10,DIC,Solute carrier family 25 (Mitochondrial carrier,heatr2
ENOG411CW2A,ENOG411CW2A,4,4,7,890165.3828125,1059204.96875,974685.17578125,1.1898968317588527,0.2508364922204599,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"Xelaev18041001m.g, Xelaev18040017m.g",Xenbase_9.1,"hectd1.S, hectd1.L",NA,Q9ULT8,HECTD1,KIAA1131,HECT domain containing E3 ubiquitin protein ligase 1,heatr2
ENOG411CSRK,ENOG411CSRK,2,2,7,2874583.9375,2131932.65625,2503258.296875,-1.3483465010364348,-0.43119129109642323,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"115528345, 148230114, 213623460, Xelaev18006614m.g, Xelaev18001159m.g","GenBank, Xenbase_9.1","gatad2a.L, gatad2a.S","LOC100158394 protein [Xenopus laevis], GATA zinc finger domain containing 2A [Xenopus laevis], Mi-2 histone deacetylase complex protein 66 [Xenopus laevis], NA",Q86YP4,GATAD2A,NA,GATA zinc finger domain containing 2A,heatr2
ENOG411DGNV,ENOG411DGNV,3,3,7,5387375.5625,5598264.46875,5492820.015625,1.0391450166789815,0.05539700192698144,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"148225204, 5731283, Xelaev18033401m.g, Xelaev18027361m.g, Xelaev18031618m.g","GenBank, Xenbase_9.1","dsp.S, Xetrov90014283m.L, dsp.L","uncharacterized protein LOC494849 [Xenopus laevis], desmoplakin-related protein [Xenopus laevis], NA",NA,NA,NA,Desmoplakin,heatr2
ENOG411CQX3,ENOG411CQX3,1,1,7,5378392,6994101.125,6186246.5625,1.3004074684403815,0.37896374678452466,3,4,1.0951637652785864,0.13114661931465801,0.19254969034819094,"Xelaev18027680m.g, Xelaev18035599m.g, Xelaev18029776m.g, Xelaev18037488m.g",Xenbase_9.1,"plch1.L, plch2.L, plch1.S, plch2.S",NA,"Q4KWH8, O75038","PLCH1, PLCH2","KIAA1069 PLCL3, KIAA0450 PLCL4","phospholipase C, eta",heatr2
ENOG411CPMX,ENOG411CPMX,8,8,18,43091152.8515625,37730840.6875,40410996.76953125,-1.1420671277499084,-0.19164745107352069,8,10,1.0708267927168398,0.09872514162228023,0.16851771401377585,"12229929, 12229930",GenBank,NA,"RecName: Full=Proteasome subunit alpha type-7-B; AltName: Full=Proteasome subunit alpha 4-B, RecName: Full=Proteasome subunit alpha type-7-A; AltName: Full=Proteasome subunit alpha 4-A","O14818, Q8TAA3","PSMA7, PSMA8","HSPC, PSMA7L","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)",heatr2
ENOG411CZ97,ENOG411CZ97,5,5,18,6010755.6953125,13504662.4609375,9757709.078125,2.2467495179464936,1.167839292582103,8,10,1.0708267927168398,0.09872514162228023,0.16851771401377585,"Xelaev18009523m.g, Xelaev18005855m.g",Xenbase_9.1,"loc100490725.S, loc100490725.L",NA,O95210,STBD1,NA,Starch binding domain 1,heatr2
ENOG411CT1X,ENOG411CT1X,8,8,18,14295118.8125,12010263.15625,13152690.984375,-1.1902419311321242,-0.251254848633694,8,10,1.0708267927168398,0.09872514162228023,0.16851771401377585,"147898562, 148226640, Xelaev18043691m.g","GenBank, Xenbase_9.1",nploc4.L,"nuclear protein localization 4 homolog [Xenopus laevis], uncharacterized protein LOC494816 [Xenopus laevis], NA",Q8TAT6,NPLOC4,KIAA1499 NPL4,Nuclear protein localization 4 homolog (S. cerevisiae),heatr2
ENOG411CZE3,ENOG411CZE3,6,6,18,13564413.00390625,21671525.7734375,17617969.388671875,1.5976751642106872,0.6759741125084189,8,10,1.0708267927168398,0.09872514162228023,0.16851771401377585,"129700, 148225667, 148235535, Xelaev18020338m.g","GenBank, Xenbase_9.1",pcna.S,"RecName: Full=Proliferating cell nuclear antigen; Short=PCNA; AltName: Full=Cyclin, similar to proliferating cell nuclear antigen [Xenopus laevis], proliferating cell nuclear antigen [Xenopus laevis], NA",P12004,PCNA,NA,This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand (By similarity),heatr2
ENOG411CVWX,ENOG411CVWX,11,11,42,38133675,46233778.375,42183726.6875,1.2124133951159966,0.2778816966613604,19,23,1.0513572146674428,0.07225293026108932,0.15031416484299348,123903944,GenBank,NA,RecName: Full=Methylthioribose-1-phosphate isomerase; Short=M1Pi; Short=MTR-1-P isomerase; AltName: Full=S-methyl-5-thioribose-1-phosphate isomerase; AltName: Full=Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein,Q9BV20,MRI1,MRDI,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity),heatr2
ENOG411D16E,ENOG411D16E,17,17,42,33734931.652343795,39872439.8046875,36803685.72851565,1.1819333210926275,0.2411486480006916,19,23,1.0513572146674428,0.07225293026108932,0.15031416484299348,"1095500, 27735425, Xelaev18020971m.g","GenBank, Xenbase_9.1",psmc2.S,"MSS1-like protein, Psmc2 protein [Xenopus laevis], NA",P35998,PSMC2,MSS1,"Proteasome (Prosome, macropain) 26S subunit, ATPase 2",heatr2
ENOG411CSSN,ENOG411CSSN,21,21,79,70088718.0234375,93375397.859375,81732057.94140625,1.3322457664035243,0.4138602485242223,36,43,1.041885528048817,0.059196777435642785,0.14482335499325114,"147900646, 148228693, Xelaev18016934m.g","GenBank, Xenbase_9.1",hspa9.L,"heat shock 70kDa protein 9 (mortalin) [Xenopus laevis], NA",P38646,HSPA9,GRP75 HSPA9B mt-HSP70,heat shock 70kDa protein 9 (mortalin),heatr2
ENOG411CRYB,ENOG411CRYB,17,17,31,9117944.59375,9837644.05078125,9477794.322265625,1.0789322033744948,0.10960421336312248,14,17,1.0513572146674426,0.07225293026108902,0.1380274167804499,"Xelaev18002839m.g, Xelaev18041759m.g",Xenbase_9.1,"huwe1.L, huwe1.S",NA,Q7Z6Z7,HUWE1,KIAA0312 KIAA1578 UREB1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",heatr2
ENOG411CZU7,ENOG411CZU7,12,12,31,30778801.839843802,35261676.7890625,33020239.31445315,1.145648130571981,0.19616400899177514,14,17,1.0513572146674426,0.07225293026108902,0.1380274167804499,"147901681, 148225510, Xelaev18035380m.g","GenBank, Xenbase_9.1",trim29.L,"tripartite motif containing 29 [Xenopus laevis], MGC80203 protein [Xenopus laevis], NA",Q14134,TRIM29,ATDC,tripartite motif containing 29,heatr2
ENOG411CVR3,ENOG411CVR3,27,27,68,82425269.84375,83926462.7734375,83175866.30859375,1.0182127754332286,0.026039072205763993,31,37,1.0404055770146567,0.05714603787088071,0.13113930678498567,"125858001, 147900724, 49118234, 67677951, Xelaev18034294m.g, Xelaev18036674m.g","GenBank, Xenbase_9.1","eif3a.L, eif3a.S","LOC443632 protein [Xenopus laevis], nucleolin [Xenopus laevis], NA",Q14152,EIF3A,EIF3S10 KIAA0139,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",heatr2
ENOG411CYGN,ENOG411CYGN,5,5,9,7028183.71875,5312740.640625,6170462.1796875,-1.32289230628115,-0.40369561980398316,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"10998388, 147900383, 47939988",GenBank,NA,"ubiquitin fusion degradation 1-like protein [Xenopus laevis], ubiquitin fusion degradation protein 1 homolog [Xenopus laevis], Unknown (protein for MGC:82436) [Xenopus laevis]",Q92890,UFD1,UFD1L,Ubiquitin fusion degradation 1 like (Yeast),heatr2
ENOG411CTG1,ENOG411CTG1,2,3,9,5893205.875,7123504.546875,6508355.2109375,1.2087656019441202,0.2735345111723504,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,148227698,GenBank,NA,SUMO-activating enzyme subunit 1 [Xenopus laevis],Q9UBE0,SAE1,AOS1 SUA1 UBLE1A,SUMO-1 activating enzyme subunit 1,heatr2
ENOG411CRBI,ENOG411CRBI,3,3,9,1718023.53125,2207956.828125,1962990.1796875,1.2851726346952501,0.3619621668044902,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,120538084,GenBank,NA,Ts protein [Xenopus laevis],P04818,TYMS,TS,thymidylate synthetase,heatr2
ENOG411CURF,ENOG411CURF,4,4,9,2237336.6015625,2270805.828125,2254071.21484375,1.0149594059915374,0.021422026971187887,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"118763696, 148234026, 27370842, 46249846, Xelaev18005164m.g","GenBank, Xenbase_9.1",ncapg.L,"LOC398088 protein [Xenopus laevis], condensin complex subunit 3 [Xenopus laevis], NA",Q9BPX3,NCAPG,CAPG NYMEL3,Non-SMC condensin I complex subunit G,heatr2
ENOG411CYN5,ENOG411CYN5,4,4,9,4233771.09375,4857878.8046875,4545824.94921875,1.1474117747789492,0.19838322816442852,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"147902559, 148223103, Xelaev18015072m.g","GenBank, Xenbase_9.1",nudc.S,"nuclear distribution gene C homolog [Xenopus laevis], uncharacterized protein LOC494725 [Xenopus laevis], NA",Q9Y266,NUDC,NA,nuclear distribution C homolog (A. nidulans),heatr2
ENOG411CQXZ,ENOG411CQXZ,4,4,9,3246057.9375,2662609.171875,2954333.5546875,-1.2191267016533776,-0.28584807046022237,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"147903395, 148237274, 50604142, 730054, Xelaev18002407m.g, Xelaev18046393m.g","GenBank, Xenbase_9.1","map2k6.L, map2k6.S","mitogen-activated protein kinase kinase 6 [Xenopus laevis], MAP kinase activator XMEK3 [Xenopus laevis], Map2k3 protein [Xenopus laevis], RecName: Full=Dual specificity mitogen-activated protein kinase kinase 3; Short=MAP kinase kinase 3; Short=MAPKK 3; AltName: Full=MAPK-ERK kinase 3, NA","P52564, P46734","MAP2K6, MAP2K3","MEK6 MKK6 PRKMK6 SKK3, MEK3 MKK3 PRKMK3 SKK2",mitogen-activated protein kinase kinase,heatr2
ENOG411CVFA,ENOG411CVFA,3,3,9,11843742.125,13200095.6875,12521918.90625,1.1145206935599334,0.1564234036942423,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"147899680, 148228778, 2055299, Xelaev18000944m.g","GenBank, Xenbase_9.1",psmb6.S,"uncharacterized protein LOC734745 [Xenopus laevis], proteasome subunit Y [Xenopus laevis], NA",P28072,PSMB6,LMPY Y,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity",heatr2
ENOG411D327,ENOG411D327,2,2,9,16317171.986328129,8980716,12648943.993164064,-1.816912146684978,-0.8614886624965595,4,5,1.0513572146674428,0.07225293026108932,0.11914329581108507,"1170158, 121966, 147902910, Xelaev18026397m.g, Xelaev18001361m.g, Xelaev18001370m.g, Xelaev18044731m.g, Xelaev18001414m.g, Xelaev18028553m.g, Xelaev18002294m.g, Xelaev18002343m.g, Xelaev18032687m.g, Xelaev18002634m.g, Xelaev18026403m.g, Xelaev18001467m.g","GenBank, Xenbase_9.1","Xetrov90022557m.L, Xelaev18001361m.g, Xelaev18001370m.g, Xetrov90028254m.L, Xelaev18001414m.g, Xelaev18028553m.g, Xelaev18002294m.g, Xelaev18002343m.g, Xelaev18032687m.g, hist1h2ad.1, Xelaev18026403m.g, Xelaev18001467m.g","RecName: Full=Histone H2A type 2, RecName: Full=Histone H2A type 1, histone cluster 1, H2ad [Xenopus laevis], NA",Q8IUE6,HIST2H2AB,NA,"histone cluster 2, H2ab",heatr2
ENOG411CZRH,ENOG411CZRH,25,25,57,32421072.109375,36905457.0830078,34663264.5961914,1.1383169858943707,0.18690235931239108,26,31,1.0383774959678447,0.05433102226382685,0.1159836649888284,"148227728, Xelaev18008754m.g","GenBank, Xenbase_9.1",dctn1.S,"dynactin subunit 1 [Xenopus laevis], NA",Q14203,DCTN1,NA,Dynactin 1,heatr2
ENOG411D0BQ,ENOG411D0BQ,20,20,83,91951500.0546875,82684312.4550781,87317906.2548828,-1.1120791517090285,-0.15325947485478714,38,45,1.0333852964679993,0.04737826162205991,0.10788707062024597,"148228541, 148228545, 1753195",GenBank,NA,"DNA replication licensing factor mcm5-A [Xenopus laevis], DNA replication licensing factor mcm5-B [Xenopus laevis], xCDC46 [Xenopus laevis]",P33992,MCM5,CDC46,Minichromosome maintenance complex component 5,heatr2
ENOG411DGE5,ENOG411DGE5,14,14,46,58357741.78125,57577522.8046875,57967632.29296875,-1.0135507562423123,-0.019418337394412257,21,25,1.0354275598997542,0.05022662393109031,0.09878363403866237,"148233326, Xelaev18017497m.g","GenBank, Xenbase_9.1",amdhd1.L,"probable imidazolonepropionase [Xenopus laevis], NA",Q96NU7,AMDHD1,NA,amidohydrolase domain containing 1,heatr2
ENOG411CXN9,ENOG411CXN9,13,13,46,71938531.2392578,99848817.56640631,85893674.40283206,1.3879740918579875,0.47298063859567996,21,25,1.0354275598997542,0.05022662393109031,0.09878363403866237,"148227952, Xelaev18017996m.g","GenBank, Xenbase_9.1",idh3a.L,"isocitrate dehydrogenase 3 (NAD+) alpha [Xenopus laevis], NA",P50213,IDH3A,NA,isocitrate dehydrogenase 3 (NAD ) alpha,heatr2
ENOG411D7PK,ENOG411D7PK,1,10,72,374288494.8125,519778580.257812,447033537.535156,1.3887110810557919,0.47374648032393996,33,39,1.0307423673210223,0.04368377806431836,0.09158467172192082,"113228, 113245, 113254, 148223409, 148224327, 148236515, Xelaev18041013m.g","GenBank, Xenbase_9.1",actc1.S,"RecName: Full=Actin, alpha cardiac muscle 1; AltName: Full=Actin alpha 1; AltName: Full=Alpha-cardiac actin; Flags: Precursor, RecName: Full=Actin, alpha skeletal muscle 2; AltName: Full=Actin alpha 2; Short=alpha2; Short=alpha2p; Flags: Precursor, RecName: Full=Actin, alpha skeletal muscle 3; AltName: Full=Actin alpha 3; AltName: Full=Femoral (alpha 3) actin; Flags: Precursor, uncharacterized protein LOC780761 [Xenopus laevis], uncharacterized protein LOC779096 [Xenopus laevis], similar to actin alpha [Xenopus laevis], NA","P68032, P68133","ACTC1, ACTA1","ACTC, ACTA",ACTIN,heatr2
ENOG411DFH2,ENOG411DFH2,10,10,22,36608097.5234375,22598856.9140625,29603477.21875,-1.6199092574747675,-0.6959129998643544,10,12,1.0354275598997542,0.05022662393109031,0.08760286972086603,"147904138, 218749891, 28302346, 54311369, Xelaev18028958m.g, Xelaev18038829m.g, Xelaev18026704m.g","GenBank, Xenbase_9.1","Xelaev18028958m.g, Xelaev18038829m.g, Xelaev18026704m.g","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) [Xenopus laevis], heterogeneous nuclear ribonucleoprotein U [Xenopus laevis], Hnrnpu protein [Xenopus laevis], Saf-A protein [Xenopus laevis], NA",NA,NA,NA,Heterogeneous nuclear ribonucleoprotein U (Scaffold attachment factor A),heatr2
ENOG411CYGS,ENOG411CYGS,8,8,22,6132397.140625,6456180.125,6294288.6328125,1.0527987631834947,0.07422969932438751,10,12,1.0354275598997542,0.05022662393109031,0.08760286972086603,"11385666, 11385668, 147905967, Xelaev18021868m.g, Xelaev18024486m.g","GenBank, Xenbase_9.1","ckap5.L, ckap5.S","microtubule associated protein XMAP215 isoform M [Xenopus laevis], microtubule associated protein XMAP215 isoform Z [Xenopus laevis], cytoskeleton associated protein 5 [Xenopus laevis], NA",Q14008,CKAP5,KIAA0097,Cytoskeleton associated protein 5,heatr2
